"document","topic","gamma"
"1932:42ndStreet",30,0
"1932:42ndStreet",31,0
"1932:42ndStreet",32,0
"1932:42ndStreet",33,0.002
"1932:42ndStreet",34,0.001
"1932:42ndStreet",35,0
"1932:42ndStreet",36,0
"1932:42ndStreet",37,0
"1932:42ndStreet",38,0
"1932:42ndStreet",39,0
"1932:42ndStreet",40,0
"1932:42ndStreet",41,0.044
"1932:42ndStreet",42,0.133
"1932:42ndStreet",43,0.047
"1932:42ndStreet",44,0.006
"1932:42ndStreet",45,0.002
"1932:42ndStreet",46,0
"1932:42ndStreet",47,0.008
"1932:42ndStreet",48,0
"1932:42ndStreet",49,0.001
"1932:42ndStreet",50,0
"1932:AFarewelltoArms",1,0
"1932:AFarewelltoArms",2,0
"1932:AFarewelltoArms",3,0
"1932:AFarewelltoArms",4,0.053
"1932:AFarewelltoArms",5,0
"1932:AFarewelltoArms",6,0
"1932:AFarewelltoArms",7,0
"1932:AFarewelltoArms",8,0
"1932:AFarewelltoArms",9,0
"1932:AFarewelltoArms",10,0
"1932:AFarewelltoArms",11,0.09
"1932:AFarewelltoArms",12,0.018
"1932:AFarewelltoArms",13,0
"1932:AFarewelltoArms",14,0
"1932:AFarewelltoArms",15,0.003
"1932:AFarewelltoArms",16,0
"1932:AFarewelltoArms",17,0.006
"1932:AFarewelltoArms",18,0
"1932:AFarewelltoArms",19,0
"1932:AFarewelltoArms",20,0
"1932:AFarewelltoArms",21,0
"1932:AFarewelltoArms",22,0.107
"1932:AFarewelltoArms",23,0.078
"1932:AFarewelltoArms",24,0.003
"1932:AFarewelltoArms",25,0
"1932:AFarewelltoArms",26,0
"1932:AFarewelltoArms",27,0
"1932:AFarewelltoArms",28,0
"1932:AFarewelltoArms",29,0
"1932:AFarewelltoArms",30,0
"1932:AFarewelltoArms",31,0
"1932:AFarewelltoArms",32,0
"1932:AFarewelltoArms",33,0
"1932:AFarewelltoArms",34,0
"1932:AFarewelltoArms",35,0
"1932:AFarewelltoArms",36,0.002
"1932:AFarewelltoArms",37,0
"1932:AFarewelltoArms",38,0.044
"1932:AFarewelltoArms",39,0.137
"1932:AFarewelltoArms",40,0.007
"1932:AFarewelltoArms",41,0.068
"1932:AFarewelltoArms",42,0.353
"1932:AFarewelltoArms",43,0
"1932:AFarewelltoArms",44,0
"1932:AFarewelltoArms",45,0
"1932:AFarewelltoArms",46,0
"1932:AFarewelltoArms",47,0.007
"1932:AFarewelltoArms",48,0
"1932:AFarewelltoArms",49,0
"1932:AFarewelltoArms",50,0.021
"1932:Cavalcade",1,0.001
"1932:Cavalcade",2,0
"1932:Cavalcade",3,0.001
"1932:Cavalcade",4,0.037
"1932:Cavalcade",5,0
"1932:Cavalcade",6,0.001
"1932:Cavalcade",7,0.08
"1932:Cavalcade",8,0
"1932:Cavalcade",9,0
"1932:Cavalcade",10,0.001
"1932:Cavalcade",11,0.049
"1932:Cavalcade",12,0
"1932:Cavalcade",13,0.003
"1932:Cavalcade",14,0
"1932:Cavalcade",15,0.147
"1932:Cavalcade",16,0
"1932:Cavalcade",17,0
"1932:Cavalcade",18,0
"1932:Cavalcade",19,0
"1932:Cavalcade",20,0.001
"1932:Cavalcade",21,0
"1932:Cavalcade",22,0.057
"1932:Cavalcade",23,0.062
"1932:Cavalcade",24,0
"1932:Cavalcade",25,0
"1932:Cavalcade",26,0
"1932:Cavalcade",27,0
"1932:Cavalcade",28,0
"1932:Cavalcade",29,0
"1932:Cavalcade",30,0.016
"1932:Cavalcade",31,0.007
"1932:Cavalcade",32,0
"1932:Cavalcade",33,0
"1932:Cavalcade",34,0.036
"1932:Cavalcade",35,0
"1932:Cavalcade",36,0
"1932:Cavalcade",37,0.001
"1932:Cavalcade",38,0.091
"1932:Cavalcade",39,0.063
"1932:Cavalcade",40,0
"1932:Cavalcade",41,0
"1932:Cavalcade",42,0.333
"1932:Cavalcade",43,0
"1932:Cavalcade",44,0
"1932:Cavalcade",45,0
"1932:Cavalcade",46,0
"1932:Cavalcade",47,0.004
"1932:Cavalcade",48,0.006
"1932:Cavalcade",49,0
"1932:Cavalcade",50,0.003
"1932:IAmaFugitivefromaChainGang",1,0
"1932:IAmaFugitivefromaChainGang",2,0
"1932:IAmaFugitivefromaChainGang",3,0
"1932:IAmaFugitivefromaChainGang",4,0.163
"1932:IAmaFugitivefromaChainGang",5,0
"1932:IAmaFugitivefromaChainGang",6,0
"1932:IAmaFugitivefromaChainGang",7,0
"1932:IAmaFugitivefromaChainGang",8,0.009
"1932:IAmaFugitivefromaChainGang",9,0.001
"1932:IAmaFugitivefromaChainGang",10,0.006
"1932:IAmaFugitivefromaChainGang",11,0.453
"1932:IAmaFugitivefromaChainGang",12,0
"1932:IAmaFugitivefromaChainGang",13,0
"1932:IAmaFugitivefromaChainGang",14,0
"1932:IAmaFugitivefromaChainGang",15,0.001
"1932:IAmaFugitivefromaChainGang",16,0.001
"1932:IAmaFugitivefromaChainGang",17,0
"1932:IAmaFugitivefromaChainGang",18,0
"1932:IAmaFugitivefromaChainGang",19,0
"1932:IAmaFugitivefromaChainGang",20,0.029
"1932:IAmaFugitivefromaChainGang",21,0.006
"1932:IAmaFugitivefromaChainGang",22,0
"1932:IAmaFugitivefromaChainGang",23,0.048
"1932:IAmaFugitivefromaChainGang",24,0.001
"1932:IAmaFugitivefromaChainGang",25,0.069
"1932:IAmaFugitivefromaChainGang",26,0
"1932:IAmaFugitivefromaChainGang",27,0
"1932:IAmaFugitivefromaChainGang",28,0
"1932:IAmaFugitivefromaChainGang",29,0
"1932:IAmaFugitivefromaChainGang",30,0
"1932:IAmaFugitivefromaChainGang",31,0.009
"1932:IAmaFugitivefromaChainGang",32,0
"1932:IAmaFugitivefromaChainGang",33,0
"1932:IAmaFugitivefromaChainGang",34,0
"1932:IAmaFugitivefromaChainGang",35,0
"1932:IAmaFugitivefromaChainGang",36,0
"1932:IAmaFugitivefromaChainGang",37,0
"1932:IAmaFugitivefromaChainGang",38,0.006
"1932:IAmaFugitivefromaChainGang",39,0.021
"1932:IAmaFugitivefromaChainGang",40,0
"1932:IAmaFugitivefromaChainGang",41,0
"1932:IAmaFugitivefromaChainGang",42,0.059
"1932:IAmaFugitivefromaChainGang",43,0
"1932:IAmaFugitivefromaChainGang",44,0.043
"1932:IAmaFugitivefromaChainGang",45,0
"1932:IAmaFugitivefromaChainGang",46,0.033
"1932:IAmaFugitivefromaChainGang",47,0
"1932:IAmaFugitivefromaChainGang",48,0.019
"1932:IAmaFugitivefromaChainGang",49,0.022
"1932:IAmaFugitivefromaChainGang",50,0
"1932:LadyforaDay",1,0
"1932:LadyforaDay",2,0
"1932:LadyforaDay",3,0
"1932:LadyforaDay",4,0.064
"1932:LadyforaDay",5,0
"1932:LadyforaDay",6,0
"1932:LadyforaDay",7,0.001
"1932:LadyforaDay",8,0
"1932:LadyforaDay",9,0
"1932:LadyforaDay",10,0.034
"1932:LadyforaDay",11,0.354
"1932:LadyforaDay",12,0
"1932:LadyforaDay",13,0
"1932:LadyforaDay",14,0
"1932:LadyforaDay",15,0
"1932:LadyforaDay",16,0
"1932:LadyforaDay",17,0
"1932:LadyforaDay",18,0
"1932:LadyforaDay",19,0.026
"1932:LadyforaDay",20,0.016
"1932:LadyforaDay",21,0
"1932:LadyforaDay",22,0.09
"1932:LadyforaDay",23,0
"1932:LadyforaDay",24,0
"1932:LadyforaDay",25,0
"1932:LadyforaDay",26,0.002
"1932:LadyforaDay",27,0
"1932:LadyforaDay",28,0
"1932:LadyforaDay",29,0.001
"1932:LadyforaDay",30,0.01
"1932:LadyforaDay",31,0
"1932:LadyforaDay",32,0
"1932:LadyforaDay",33,0
"1932:LadyforaDay",34,0
"1932:LadyforaDay",35,0
"1932:LadyforaDay",36,0
"1932:LadyforaDay",37,0
"1932:LadyforaDay",38,0.069
"1932:LadyforaDay",39,0
"1932:LadyforaDay",40,0.001
"1932:LadyforaDay",41,0
"1932:LadyforaDay",42,0.138
"1932:LadyforaDay",43,0
"1932:LadyforaDay",44,0.036
"1932:LadyforaDay",45,0.004
"1932:LadyforaDay",46,0.054
"1932:LadyforaDay",47,0
"1932:LadyforaDay",48,0.098
"1932:LadyforaDay",49,0
"1932:LadyforaDay",50,0
"1932:LittleWomen",1,0
"1932:LittleWomen",2,0
"1932:LittleWomen",3,0
"1932:LittleWomen",4,0.024
"1932:LittleWomen",5,0
"1932:LittleWomen",6,0
"1932:LittleWomen",7,0
"1932:LittleWomen",8,0.001
"1932:LittleWomen",9,0
"1932:LittleWomen",10,0
"1932:LittleWomen",11,0.021
"1932:LittleWomen",12,0
"1932:LittleWomen",13,0.001
"1932:LittleWomen",14,0.002
"1932:LittleWomen",15,0.001
"1932:LittleWomen",16,0
"1932:LittleWomen",17,0.013
"1932:LittleWomen",18,0
"1932:LittleWomen",19,0.011
"1932:LittleWomen",20,0
"1932:LittleWomen",21,0
"1932:LittleWomen",22,0.219
"1932:LittleWomen",23,0.015
"1932:LittleWomen",24,0
"1932:LittleWomen",25,0
"1932:LittleWomen",26,0.004
"1932:LittleWomen",27,0
"1932:LittleWomen",28,0.049
"1932:LittleWomen",29,0
"1932:LittleWomen",30,0
"1932:LittleWomen",31,0
"1932:LittleWomen",32,0.006
"1932:LittleWomen",33,0
"1932:LittleWomen",34,0.006
"1932:LittleWomen",35,0
"1932:LittleWomen",36,0
"1932:LittleWomen",37,0
"1932:LittleWomen",38,0.146
"1932:LittleWomen",39,0
"1932:LittleWomen",40,0
"1932:LittleWomen",41,0
"1932:LittleWomen",42,0.438
"1932:LittleWomen",43,0.005
"1932:LittleWomen",44,0
"1932:LittleWomen",45,0
"1932:LittleWomen",46,0
"1932:LittleWomen",47,0.037
"1932:LittleWomen",48,0
"1932:LittleWomen",49,0
"1932:LittleWomen",50,0
"1932:SheDoneHimWrong",1,0
"1932:SheDoneHimWrong",2,0
"1932:SheDoneHimWrong",3,0.038
"1932:SheDoneHimWrong",4,0.091
"1932:SheDoneHimWrong",5,0
"1932:SheDoneHimWrong",6,0
"1932:SheDoneHimWrong",7,0
"1932:SheDoneHimWrong",8,0
"1932:SheDoneHimWrong",9,0
"1932:SheDoneHimWrong",10,0.001
"1932:SheDoneHimWrong",11,0.596
"1932:SheDoneHimWrong",12,0.009
"1932:SheDoneHimWrong",13,0.024
"1932:SheDoneHimWrong",14,0
"1932:SheDoneHimWrong",15,0
"1932:SheDoneHimWrong",16,0.001
"1932:SheDoneHimWrong",17,0.03
"1932:SheDoneHimWrong",18,0
"1932:SheDoneHimWrong",19,0
"1932:SheDoneHimWrong",20,0.002
"1932:SheDoneHimWrong",21,0
"1932:SheDoneHimWrong",22,0.001
"1932:SheDoneHimWrong",23,0
"1932:SheDoneHimWrong",24,0
"1932:SheDoneHimWrong",25,0
"1932:SheDoneHimWrong",26,0.001
"1932:SheDoneHimWrong",27,0
"1932:SheDoneHimWrong",28,0
"1932:SheDoneHimWrong",29,0.018
"1932:SheDoneHimWrong",30,0
"1932:SheDoneHimWrong",31,0
"1932:SheDoneHimWrong",32,0
"1932:SheDoneHimWrong",33,0
"1932:SheDoneHimWrong",34,0.001
"1932:SheDoneHimWrong",35,0.001
"1932:SheDoneHimWrong",36,0
"1932:SheDoneHimWrong",37,0.017
"1932:SheDoneHimWrong",38,0
"1932:SheDoneHimWrong",39,0
"1932:SheDoneHimWrong",40,0
"1932:SheDoneHimWrong",41,0
"1932:SheDoneHimWrong",42,0.114
"1932:SheDoneHimWrong",43,0.005
"1932:SheDoneHimWrong",44,0.035
"1932:SheDoneHimWrong",45,0
"1932:SheDoneHimWrong",46,0
"1932:SheDoneHimWrong",47,0
"1932:SheDoneHimWrong",48,0
"1932:SheDoneHimWrong",49,0.01
"1932:SheDoneHimWrong",50,0
"1932:StateFair",1,0.001
"1932:StateFair",2,0.025
"1932:StateFair",3,0
"1932:StateFair",4,0.06
"1932:StateFair",5,0
"1932:StateFair",6,0
"1932:StateFair",7,0.001
"1932:StateFair",8,0
"1932:StateFair",9,0
"1932:StateFair",10,0.017
"1932:StateFair",11,0.458
"1932:StateFair",12,0.005
"1932:StateFair",13,0
"1932:StateFair",14,0
"1932:StateFair",15,0.001
"1932:StateFair",16,0
"1932:StateFair",17,0
"1932:StateFair",18,0.002
"1932:StateFair",19,0
"1932:StateFair",20,0
"1932:StateFair",21,0
"1932:StateFair",22,0.045
"1932:StateFair",23,0
"1932:StateFair",24,0
"1932:StateFair",25,0.01
"1932:StateFair",26,0.003
"1932:StateFair",27,0
"1932:StateFair",28,0.009
"1932:StateFair",29,0.001
"1932:StateFair",30,0.021
"1932:StateFair",31,0
"1932:StateFair",32,0.004
"1932:StateFair",33,0
"1932:StateFair",34,0.068
"1932:StateFair",35,0
"1932:StateFair",36,0.01
"1932:StateFair",37,0.007
"1932:StateFair",38,0.001
"1932:StateFair",39,0
"1932:StateFair",40,0
"1932:StateFair",41,0
"1932:StateFair",42,0.22
"1932:StateFair",43,0.007
"1932:StateFair",44,0
"1932:StateFair",45,0
"1932:StateFair",46,0
"1932:StateFair",47,0
"1932:StateFair",48,0.018
"1932:StateFair",49,0
"1932:StateFair",50,0.002
"1932:ThePrivateLifeofHenryVIII",1,0
"1932:ThePrivateLifeofHenryVIII",2,0
"1932:ThePrivateLifeofHenryVIII",3,0
"1932:ThePrivateLifeofHenryVIII",4,0.021
"1932:ThePrivateLifeofHenryVIII",5,0
"1932:ThePrivateLifeofHenryVIII",6,0.007
"1932:ThePrivateLifeofHenryVIII",7,0.009
"1932:ThePrivateLifeofHenryVIII",8,0
"1932:ThePrivateLifeofHenryVIII",9,0
"1932:ThePrivateLifeofHenryVIII",10,0
"1932:ThePrivateLifeofHenryVIII",11,0
"1932:ThePrivateLifeofHenryVIII",12,0.011
"1932:ThePrivateLifeofHenryVIII",13,0
"1932:ThePrivateLifeofHenryVIII",14,0
"1932:ThePrivateLifeofHenryVIII",15,0.227
"1932:ThePrivateLifeofHenryVIII",16,0
"1932:ThePrivateLifeofHenryVIII",17,0.003
"1932:ThePrivateLifeofHenryVIII",18,0
"1932:ThePrivateLifeofHenryVIII",19,0
"1932:ThePrivateLifeofHenryVIII",20,0.342
"1932:ThePrivateLifeofHenryVIII",21,0.006
"1932:ThePrivateLifeofHenryVIII",22,0
"1932:ThePrivateLifeofHenryVIII",23,0.003
"1932:ThePrivateLifeofHenryVIII",24,0
"1932:ThePrivateLifeofHenryVIII",25,0
"1932:ThePrivateLifeofHenryVIII",26,0
"1932:ThePrivateLifeofHenryVIII",27,0
"1932:ThePrivateLifeofHenryVIII",28,0.006
"1932:ThePrivateLifeofHenryVIII",29,0.006
"1932:ThePrivateLifeofHenryVIII",30,0
"1932:ThePrivateLifeofHenryVIII",31,0
"1932:ThePrivateLifeofHenryVIII",32,0.008
"1932:ThePrivateLifeofHenryVIII",33,0.003
"1932:ThePrivateLifeofHenryVIII",34,0
"1932:ThePrivateLifeofHenryVIII",35,0
"1932:ThePrivateLifeofHenryVIII",36,0.001
"1932:ThePrivateLifeofHenryVIII",37,0
"1932:ThePrivateLifeofHenryVIII",38,0.133
"1932:ThePrivateLifeofHenryVIII",39,0
"1932:ThePrivateLifeofHenryVIII",40,0
"1932:ThePrivateLifeofHenryVIII",41,0.011
"1932:ThePrivateLifeofHenryVIII",42,0.197
"1932:ThePrivateLifeofHenryVIII",43,0
"1932:ThePrivateLifeofHenryVIII",44,0
"1932:ThePrivateLifeofHenryVIII",45,0
"1932:ThePrivateLifeofHenryVIII",46,0
"1932:ThePrivateLifeofHenryVIII",47,0
"1932:ThePrivateLifeofHenryVIII",48,0
"1932:ThePrivateLifeofHenryVIII",49,0
"1932:ThePrivateLifeofHenryVIII",50,0.003
"1934:Cleopatra",1,0.011
"1934:Cleopatra",2,0
"1934:Cleopatra",3,0
"1934:Cleopatra",4,0.116
"1934:Cleopatra",5,0
"1934:Cleopatra",6,0
"1934:Cleopatra",7,0
"1934:Cleopatra",8,0.001
"1934:Cleopatra",9,0
"1934:Cleopatra",10,0
"1934:Cleopatra",11,0.029
"1934:Cleopatra",12,0
"1934:Cleopatra",13,0
"1934:Cleopatra",14,0.029
"1934:Cleopatra",15,0
"1934:Cleopatra",16,0
"1934:Cleopatra",17,0
"1934:Cleopatra",18,0
"1934:Cleopatra",19,0
"1934:Cleopatra",20,0.55
"1934:Cleopatra",21,0.004
"1934:Cleopatra",22,0
"1934:Cleopatra",23,0
"1934:Cleopatra",24,0
"1934:Cleopatra",25,0
"1934:Cleopatra",26,0.014
"1934:Cleopatra",27,0
"1934:Cleopatra",28,0.025
"1934:Cleopatra",29,0
"1934:Cleopatra",30,0
"1934:Cleopatra",31,0
"1934:Cleopatra",32,0.011
"1934:Cleopatra",33,0
"1934:Cleopatra",34,0
"1934:Cleopatra",35,0
"1934:Cleopatra",36,0
"1934:Cleopatra",37,0.002
"1934:Cleopatra",38,0
"1934:Cleopatra",39,0.087
"1934:Cleopatra",40,0
"1934:Cleopatra",41,0
"1934:Cleopatra",42,0.089
"1934:Cleopatra",43,0
"1934:Cleopatra",44,0
"1934:Cleopatra",45,0.006
"1934:Cleopatra",46,0.007
"1934:Cleopatra",47,0
"1934:Cleopatra",48,0
"1934:Cleopatra",49,0
"1934:Cleopatra",50,0.017
"1934:ImitationofLife",1,0
"1934:ImitationofLife",2,0.008
"1934:ImitationofLife",3,0
"1934:ImitationofLife",4,0.04
"1934:ImitationofLife",5,0
"1934:ImitationofLife",6,0.002
"1934:ImitationofLife",7,0
"1934:ImitationofLife",8,0.037
"1934:ImitationofLife",9,0
"1934:ImitationofLife",10,0
"1934:ImitationofLife",11,0.141
"1934:ImitationofLife",12,0
"1934:ImitationofLife",13,0
"1934:ImitationofLife",14,0
"1934:ImitationofLife",15,0.041
"1934:ImitationofLife",16,0.001
"1934:ImitationofLife",17,0
"1934:ImitationofLife",18,0
"1934:ImitationofLife",19,0.001
"1934:ImitationofLife",20,0
"1934:ImitationofLife",21,0
"1934:ImitationofLife",22,0.14
"1934:ImitationofLife",23,0
"1934:ImitationofLife",24,0
"1934:ImitationofLife",25,0
"1934:ImitationofLife",26,0.014
"1934:ImitationofLife",27,0
"1934:ImitationofLife",28,0
"1934:ImitationofLife",29,0
"1934:ImitationofLife",30,0.053
"1934:ImitationofLife",31,0.003
"1934:ImitationofLife",32,0.008
"1934:ImitationofLife",33,0.006
"1934:ImitationofLife",34,0.001
"1934:ImitationofLife",35,0
"1934:ImitationofLife",36,0
"1934:ImitationofLife",37,0
"1934:ImitationofLife",38,0.027
"1934:ImitationofLife",39,0
"1934:ImitationofLife",40,0
"1934:ImitationofLife",41,0
"1934:ImitationofLife",42,0.414
"1934:ImitationofLife",43,0.014
"1934:ImitationofLife",44,0
"1934:ImitationofLife",45,0
"1934:ImitationofLife",46,0
"1934:ImitationofLife",47,0.047
"1934:ImitationofLife",48,0
"1934:ImitationofLife",49,0
"1934:ImitationofLife",50,0
"1934:ItHappenedOneNight",1,0
"1934:ItHappenedOneNight",2,0.002
"1934:ItHappenedOneNight",3,0
"1934:ItHappenedOneNight",4,0.033
"1934:ItHappenedOneNight",5,0
"1934:ItHappenedOneNight",6,0
"1934:ItHappenedOneNight",7,0
"1934:ItHappenedOneNight",8,0
"1934:ItHappenedOneNight",9,0.006
"1934:ItHappenedOneNight",10,0
"1934:ItHappenedOneNight",11,0.091
"1934:ItHappenedOneNight",12,0
"1934:ItHappenedOneNight",13,0
"1934:ItHappenedOneNight",14,0.385
"1934:ItHappenedOneNight",15,0.001
"1934:ItHappenedOneNight",16,0.001
"1934:ItHappenedOneNight",17,0
"1934:ItHappenedOneNight",18,0
"1934:ItHappenedOneNight",19,0
"1934:ItHappenedOneNight",20,0.001
"1934:ItHappenedOneNight",21,0
"1934:ItHappenedOneNight",22,0.017
"1934:ItHappenedOneNight",23,0
"1934:ItHappenedOneNight",24,0.081
"1934:ItHappenedOneNight",25,0.004
"1934:ItHappenedOneNight",26,0.019
"1934:ItHappenedOneNight",27,0.01
"1934:ItHappenedOneNight",28,0.003
"1934:ItHappenedOneNight",29,0
"1934:ItHappenedOneNight",30,0.003
"1934:ItHappenedOneNight",31,0
"1934:ItHappenedOneNight",32,0.001
"1934:ItHappenedOneNight",33,0
"1934:ItHappenedOneNight",34,0
"1934:ItHappenedOneNight",35,0
"1934:ItHappenedOneNight",36,0.001
"1934:ItHappenedOneNight",37,0
"1934:ItHappenedOneNight",38,0.014
"1934:ItHappenedOneNight",39,0
"1934:ItHappenedOneNight",40,0
"1934:ItHappenedOneNight",41,0
"1934:ItHappenedOneNight",42,0.046
"1934:ItHappenedOneNight",43,0.015
"1934:ItHappenedOneNight",44,0
"1934:ItHappenedOneNight",45,0
"1934:ItHappenedOneNight",46,0.233
"1934:ItHappenedOneNight",47,0
"1934:ItHappenedOneNight",48,0
"1934:ItHappenedOneNight",49,0
"1934:ItHappenedOneNight",50,0.032
"1934:TheBarrettsofWimpoleStreet",1,0.002
"1934:TheBarrettsofWimpoleStreet",2,0
"1934:TheBarrettsofWimpoleStreet",3,0
"1934:TheBarrettsofWimpoleStreet",4,0.207
"1934:TheBarrettsofWimpoleStreet",5,0
"1934:TheBarrettsofWimpoleStreet",6,0
"1934:TheBarrettsofWimpoleStreet",7,0
"1934:TheBarrettsofWimpoleStreet",8,0
"1934:TheBarrettsofWimpoleStreet",9,0
"1934:TheBarrettsofWimpoleStreet",10,0
"1934:TheBarrettsofWimpoleStreet",11,0
"1934:TheBarrettsofWimpoleStreet",12,0
"1934:TheBarrettsofWimpoleStreet",13,0
"1934:TheBarrettsofWimpoleStreet",14,0.041
"1934:TheBarrettsofWimpoleStreet",15,0
"1934:TheBarrettsofWimpoleStreet",16,0
"1934:TheBarrettsofWimpoleStreet",17,0.001
"1934:TheBarrettsofWimpoleStreet",18,0.003
"1934:TheBarrettsofWimpoleStreet",19,0
"1934:TheBarrettsofWimpoleStreet",20,0.085
"1934:TheBarrettsofWimpoleStreet",21,0
"1934:TheBarrettsofWimpoleStreet",22,0.031
"1934:TheBarrettsofWimpoleStreet",23,0.001
"1934:TheBarrettsofWimpoleStreet",24,0
"1934:TheBarrettsofWimpoleStreet",25,0.002
"1934:TheBarrettsofWimpoleStreet",26,0
"1934:TheBarrettsofWimpoleStreet",27,0
"1934:TheBarrettsofWimpoleStreet",28,0.183
"1934:TheBarrettsofWimpoleStreet",29,0
"1934:TheBarrettsofWimpoleStreet",30,0
"1934:TheBarrettsofWimpoleStreet",31,0.001
"1934:TheBarrettsofWimpoleStreet",32,0
"1934:TheBarrettsofWimpoleStreet",33,0
"1934:TheBarrettsofWimpoleStreet",34,0
"1934:TheBarrettsofWimpoleStreet",35,0
"1934:TheBarrettsofWimpoleStreet",36,0.003
"1934:TheBarrettsofWimpoleStreet",37,0
"1934:TheBarrettsofWimpoleStreet",38,0.124
"1934:TheBarrettsofWimpoleStreet",39,0
"1934:TheBarrettsofWimpoleStreet",40,0
"1934:TheBarrettsofWimpoleStreet",41,0
"1934:TheBarrettsofWimpoleStreet",42,0.315
"1934:TheBarrettsofWimpoleStreet",43,0
"1934:TheBarrettsofWimpoleStreet",44,0.001
"1934:TheBarrettsofWimpoleStreet",45,0
"1934:TheBarrettsofWimpoleStreet",46,0
"1934:TheBarrettsofWimpoleStreet",47,0
"1934:TheBarrettsofWimpoleStreet",48,0
"1934:TheBarrettsofWimpoleStreet",49,0
"1934:TheBarrettsofWimpoleStreet",50,0
"1934:TheGayDivorcee",1,0.009
"1934:TheGayDivorcee",2,0
"1934:TheGayDivorcee",3,0.001
"1934:TheGayDivorcee",4,0.149
"1934:TheGayDivorcee",5,0
"1934:TheGayDivorcee",6,0
"1934:TheGayDivorcee",7,0
"1934:TheGayDivorcee",8,0
"1934:TheGayDivorcee",9,0
"1934:TheGayDivorcee",10,0
"1934:TheGayDivorcee",11,0.092
"1934:TheGayDivorcee",12,0
"1934:TheGayDivorcee",13,0
"1934:TheGayDivorcee",14,0.04
"1934:TheGayDivorcee",15,0
"1934:TheGayDivorcee",16,0.002
"1934:TheGayDivorcee",17,0
"1934:TheGayDivorcee",18,0
"1934:TheGayDivorcee",19,0.041
"1934:TheGayDivorcee",20,0
"1934:TheGayDivorcee",21,0
"1934:TheGayDivorcee",22,0.002
"1934:TheGayDivorcee",23,0
"1934:TheGayDivorcee",24,0
"1934:TheGayDivorcee",25,0
"1934:TheGayDivorcee",26,0.003
"1934:TheGayDivorcee",27,0.001
"1934:TheGayDivorcee",28,0.001
"1934:TheGayDivorcee",29,0
"1934:TheGayDivorcee",30,0.005
"1934:TheGayDivorcee",31,0.003
"1934:TheGayDivorcee",32,0
"1934:TheGayDivorcee",33,0.001
"1934:TheGayDivorcee",34,0
"1934:TheGayDivorcee",35,0.001
"1934:TheGayDivorcee",36,0
"1934:TheGayDivorcee",37,0
"1934:TheGayDivorcee",38,0.148
"1934:TheGayDivorcee",39,0
"1934:TheGayDivorcee",40,0
"1934:TheGayDivorcee",41,0
"1934:TheGayDivorcee",42,0.414
"1934:TheGayDivorcee",43,0.015
"1934:TheGayDivorcee",44,0.027
"1934:TheGayDivorcee",45,0
"1934:TheGayDivorcee",46,0
"1934:TheGayDivorcee",47,0
"1934:TheGayDivorcee",48,0
"1934:TheGayDivorcee",49,0.026
"1934:TheGayDivorcee",50,0.016
"1934:TheHouseofRothschild",1,0.001
"1934:TheHouseofRothschild",2,0
"1934:TheHouseofRothschild",3,0.005
"1934:TheHouseofRothschild",4,0.221
"1934:TheHouseofRothschild",5,0
"1934:TheHouseofRothschild",6,0
"1934:TheHouseofRothschild",7,0
"1934:TheHouseofRothschild",8,0.199
"1934:TheHouseofRothschild",9,0
"1934:TheHouseofRothschild",10,0
"1934:TheHouseofRothschild",11,0
"1934:TheHouseofRothschild",12,0
"1934:TheHouseofRothschild",13,0.008
"1934:TheHouseofRothschild",14,0
"1934:TheHouseofRothschild",15,0
"1934:TheHouseofRothschild",16,0
"1934:TheHouseofRothschild",17,0.017
"1934:TheHouseofRothschild",18,0
"1934:TheHouseofRothschild",19,0.001
"1934:TheHouseofRothschild",20,0.154
"1934:TheHouseofRothschild",21,0
"1934:TheHouseofRothschild",22,0.082
"1934:TheHouseofRothschild",23,0.005
"1934:TheHouseofRothschild",24,0
"1934:TheHouseofRothschild",25,0
"1934:TheHouseofRothschild",26,0
"1934:TheHouseofRothschild",27,0
"1934:TheHouseofRothschild",28,0.001
"1934:TheHouseofRothschild",29,0.003
"1934:TheHouseofRothschild",30,0
"1934:TheHouseofRothschild",31,0
"1934:TheHouseofRothschild",32,0.013
"1934:TheHouseofRothschild",33,0.013
"1934:TheHouseofRothschild",34,0
"1934:TheHouseofRothschild",35,0.002
"1934:TheHouseofRothschild",36,0
"1934:TheHouseofRothschild",37,0
"1934:TheHouseofRothschild",38,0.097
"1934:TheHouseofRothschild",39,0.143
"1934:TheHouseofRothschild",40,0
"1934:TheHouseofRothschild",41,0
"1934:TheHouseofRothschild",42,0.028
"1934:TheHouseofRothschild",43,0
"1934:TheHouseofRothschild",44,0
"1934:TheHouseofRothschild",45,0.001
"1934:TheHouseofRothschild",46,0
"1934:TheHouseofRothschild",47,0
"1934:TheHouseofRothschild",48,0.008
"1934:TheHouseofRothschild",49,0
"1934:TheHouseofRothschild",50,0
"1934:TheThinMan",1,0
"1934:TheThinMan",2,0.003
"1934:TheThinMan",3,0
"1934:TheThinMan",4,0.004
"1934:TheThinMan",5,0
"1934:TheThinMan",6,0.002
"1934:TheThinMan",7,0
"1934:TheThinMan",8,0.018
"1934:TheThinMan",9,0
"1934:TheThinMan",10,0
"1934:TheThinMan",11,0.37
"1934:TheThinMan",12,0.002
"1934:TheThinMan",13,0
"1934:TheThinMan",14,0
"1934:TheThinMan",15,0
"1934:TheThinMan",16,0
"1934:TheThinMan",17,0
