"","document","topic","gamma"
"18018","2006:Babel",18,0
"18019","2006:Babel",19,0.027
"18020","2006:Babel",20,0
"18021","2006:Babel",21,0
"18022","2006:Babel",22,0.09
"18023","2006:Babel",23,0.05
"18024","2006:Babel",24,0
"18025","2006:Babel",25,0
"18026","2006:Babel",26,0
"18027","2006:Babel",27,0.184
"18028","2006:Babel",28,0.158
"18029","2006:Babel",29,0.009
"18030","2006:Babel",30,0.002
"18031","2006:Babel",31,0
"18032","2006:Babel",32,0
"18033","2006:Babel",33,0
"18034","2006:Babel",34,0
"18035","2006:Babel",35,0
"18036","2006:Babel",36,0
"18037","2006:Babel",37,0.023
"18038","2006:Babel",38,0.002
"18039","2006:Babel",39,0.002
"18040","2006:Babel",40,0
"18041","2006:Babel",41,0
"18042","2006:Babel",42,0
"18043","2006:Babel",43,0
"18044","2006:Babel",44,0.004
"18045","2006:Babel",45,0
"18046","2006:Babel",46,0
"18047","2006:Babel",47,0
"18048","2006:Babel",48,0
"18049","2006:Babel",49,0
"18050","2006:Babel",50,0
"18051","2006:Letters from Iwo Jima",1,0.017
"18052","2006:Letters from Iwo Jima",2,0.017
"18053","2006:Letters from Iwo Jima",3,0.017
"18054","2006:Letters from Iwo Jima",4,0.017
"18055","2006:Letters from Iwo Jima",5,0.017
"18056","2006:Letters from Iwo Jima",6,0.017
"18057","2006:Letters from Iwo Jima",7,0.017
"18058","2006:Letters from Iwo Jima",8,0.017
"18059","2006:Letters from Iwo Jima",9,0.017
"18060","2006:Letters from Iwo Jima",10,0.017
"18061","2006:Letters from Iwo Jima",11,0.017
"18062","2006:Letters from Iwo Jima",12,0.017
"18063","2006:Letters from Iwo Jima",13,0.017
"18064","2006:Letters from Iwo Jima",14,0.017
"18065","2006:Letters from Iwo Jima",15,0.017
"18066","2006:Letters from Iwo Jima",16,0.017
"18067","2006:Letters from Iwo Jima",17,0.017
"18068","2006:Letters from Iwo Jima",18,0.017
"18069","2006:Letters from Iwo Jima",19,0.017
"18070","2006:Letters from Iwo Jima",20,0.017
"18071","2006:Letters from Iwo Jima",21,0.183
"18072","2006:Letters from Iwo Jima",22,0.017
"18073","2006:Letters from Iwo Jima",23,0.017
"18074","2006:Letters from Iwo Jima",24,0.017
"18075","2006:Letters from Iwo Jima",25,0.017
"18076","2006:Letters from Iwo Jima",26,0.017
"18077","2006:Letters from Iwo Jima",27,0.017
"18078","2006:Letters from Iwo Jima",28,0.017
"18079","2006:Letters from Iwo Jima",29,0.017
"18080","2006:Letters from Iwo Jima",30,0.017
"18081","2006:Letters from Iwo Jima",31,0.017
"18082","2006:Letters from Iwo Jima",32,0.017
"18083","2006:Letters from Iwo Jima",33,0.017
"18084","2006:Letters from Iwo Jima",34,0.017
"18085","2006:Letters from Iwo Jima",35,0.017
"18086","2006:Letters from Iwo Jima",36,0.017
"18087","2006:Letters from Iwo Jima",37,0.017
"18088","2006:Letters from Iwo Jima",38,0.017
"18089","2006:Letters from Iwo Jima",39,0.017
"18090","2006:Letters from Iwo Jima",40,0.017
"18091","2006:Letters from Iwo Jima",41,0.017
"18092","2006:Letters from Iwo Jima",42,0.017
"18093","2006:Letters from Iwo Jima",43,0.017
"18094","2006:Letters from Iwo Jima",44,0.017
"18095","2006:Letters from Iwo Jima",45,0.017
"18096","2006:Letters from Iwo Jima",46,0.017
"18097","2006:Letters from Iwo Jima",47,0.017
"18098","2006:Letters from Iwo Jima",48,0.017
"18099","2006:Letters from Iwo Jima",49,0.017
"18100","2006:Letters from Iwo Jima",50,0.017
"18101","2006:Little Miss Sunshine",1,0
"18102","2006:Little Miss Sunshine",2,0
"18103","2006:Little Miss Sunshine",3,0.024
"18104","2006:Little Miss Sunshine",4,0
"18105","2006:Little Miss Sunshine",5,0
"18106","2006:Little Miss Sunshine",6,0
"18107","2006:Little Miss Sunshine",7,0
"18108","2006:Little Miss Sunshine",8,0
"18109","2006:Little Miss Sunshine",9,0.007
"18110","2006:Little Miss Sunshine",10,0
"18111","2006:Little Miss Sunshine",11,0
"18112","2006:Little Miss Sunshine",12,0.141
"18113","2006:Little Miss Sunshine",13,0
"18114","2006:Little Miss Sunshine",14,0
"18115","2006:Little Miss Sunshine",15,0.072
"18116","2006:Little Miss Sunshine",16,0.093
"18117","2006:Little Miss Sunshine",17,0
"18118","2006:Little Miss Sunshine",18,0
"18119","2006:Little Miss Sunshine",19,0
"18120","2006:Little Miss Sunshine",20,0
"18121","2006:Little Miss Sunshine",21,0
"18122","2006:Little Miss Sunshine",22,0.127
"18123","2006:Little Miss Sunshine",23,0.175
"18124","2006:Little Miss Sunshine",24,0.021
"18125","2006:Little Miss Sunshine",25,0.031
"18126","2006:Little Miss Sunshine",26,0
"18127","2006:Little Miss Sunshine",27,0
"18128","2006:Little Miss Sunshine",28,0
"18129","2006:Little Miss Sunshine",29,0
"18130","2006:Little Miss Sunshine",30,0
"18131","2006:Little Miss Sunshine",31,0.004
"18132","2006:Little Miss Sunshine",32,0.004
"18133","2006:Little Miss Sunshine",33,0.093
"18134","2006:Little Miss Sunshine",34,0
"18135","2006:Little Miss Sunshine",35,0
"18136","2006:Little Miss Sunshine",36,0
"18137","2006:Little Miss Sunshine",37,0
"18138","2006:Little Miss Sunshine",38,0
"18139","2006:Little Miss Sunshine",39,0
"18140","2006:Little Miss Sunshine",40,0
"18141","2006:Little Miss Sunshine",41,0.014
"18142","2006:Little Miss Sunshine",42,0.024
"18143","2006:Little Miss Sunshine",43,0.024
"18144","2006:Little Miss Sunshine",44,0
"18145","2006:Little Miss Sunshine",45,0
"18146","2006:Little Miss Sunshine",46,0.127
"18147","2006:Little Miss Sunshine",47,0.007
"18148","2006:Little Miss Sunshine",48,0
"18149","2006:Little Miss Sunshine",49,0
"18150","2006:Little Miss Sunshine",50,0
"18151","2006:The Departed",1,0
"18152","2006:The Departed",2,0.034
"18153","2006:The Departed",3,0.267
"18154","2006:The Departed",4,0
"18155","2006:The Departed",5,0.018
"18156","2006:The Departed",6,0
"18157","2006:The Departed",7,0
"18158","2006:The Departed",8,0
"18159","2006:The Departed",9,0
"18160","2006:The Departed",10,0
"18161","2006:The Departed",11,0
"18162","2006:The Departed",12,0
"18163","2006:The Departed",13,0.002
"18164","2006:The Departed",14,0
"18165","2006:The Departed",15,0.007
"18166","2006:The Departed",16,0.002
"18167","2006:The Departed",17,0
"18168","2006:The Departed",18,0
"18169","2006:The Departed",19,0
"18170","2006:The Departed",20,0
"18171","2006:The Departed",21,0
"18172","2006:The Departed",22,0.023
"18173","2006:The Departed",23,0
"18174","2006:The Departed",24,0.107
"18175","2006:The Departed",25,0
"18176","2006:The Departed",26,0
"18177","2006:The Departed",27,0.059
"18178","2006:The Departed",28,0
"18179","2006:The Departed",29,0
"18180","2006:The Departed",30,0
"18181","2006:The Departed",31,0
"18182","2006:The Departed",32,0
"18183","2006:The Departed",33,0.059
"18184","2006:The Departed",34,0.005
"18185","2006:The Departed",35,0
"18186","2006:The Departed",36,0
"18187","2006:The Departed",37,0
"18188","2006:The Departed",38,0
"18189","2006:The Departed",39,0
"18190","2006:The Departed",40,0.145
"18191","2006:The Departed",41,0
"18192","2006:The Departed",42,0
"18193","2006:The Departed",43,0.088
"18194","2006:The Departed",44,0.039
"18195","2006:The Departed",45,0
"18196","2006:The Departed",46,0
"18197","2006:The Departed",47,0.088
"18198","2006:The Departed",48,0
"18199","2006:The Departed",49,0.048
"18200","2006:The Departed",50,0
"18201","2006:The Queen",1,0.032
"18202","2006:The Queen",2,0
"18203","2006:The Queen",3,0
"18204","2006:The Queen",4,0
"18205","2006:The Queen",5,0
"18206","2006:The Queen",6,0.074
"18207","2006:The Queen",7,0
"18208","2006:The Queen",8,0.02
"18209","2006:The Queen",9,0
"18210","2006:The Queen",10,0.008
"18211","2006:The Queen",11,0
"18212","2006:The Queen",12,0.156
"18213","2006:The Queen",13,0.004
"18214","2006:The Queen",14,0.008
"18215","2006:The Queen",15,0
"18216","2006:The Queen",16,0
"18217","2006:The Queen",17,0
"18218","2006:The Queen",18,0
"18219","2006:The Queen",19,0.016
"18220","2006:The Queen",20,0
"18221","2006:The Queen",21,0
"18222","2006:The Queen",22,0
"18223","2006:The Queen",23,0.004
"18224","2006:The Queen",24,0
"18225","2006:The Queen",25,0
"18226","2006:The Queen",26,0
"18227","2006:The Queen",27,0
"18228","2006:The Queen",28,0
"18229","2006:The Queen",29,0
"18230","2006:The Queen",30,0
"18231","2006:The Queen",31,0.016
"18232","2006:The Queen",32,0.156
"18233","2006:The Queen",33,0.016
"18234","2006:The Queen",34,0.028
"18235","2006:The Queen",35,0
"18236","2006:The Queen",36,0
"18237","2006:The Queen",37,0
"18238","2006:The Queen",38,0
"18239","2006:The Queen",39,0.008
"18240","2006:The Queen",40,0.07
"18241","2006:The Queen",41,0.004
"18242","2006:The Queen",42,0.032
"18243","2006:The Queen",43,0
"18244","2006:The Queen",44,0.016
"18245","2006:The Queen",45,0.152
"18246","2006:The Queen",46,0.117
"18247","2006:The Queen",47,0.004
"18248","2006:The Queen",48,0.047
"18249","2006:The Queen",49,0
"18250","2006:The Queen",50,0
"18251","2007:Atonement",1,0
"18252","2007:Atonement",2,0
"18253","2007:Atonement",3,0.051
"18254","2007:Atonement",4,0
"18255","2007:Atonement",5,0
"18256","2007:Atonement",6,0.11
"18257","2007:Atonement",7,0
"18258","2007:Atonement",8,0.002
"18259","2007:Atonement",9,0.013
"18260","2007:Atonement",10,0
"18261","2007:Atonement",11,0.003
"18262","2007:Atonement",12,0.061
"18263","2007:Atonement",13,0
"18264","2007:Atonement",14,0
"18265","2007:Atonement",15,0.069
"18266","2007:Atonement",16,0
"18267","2007:Atonement",17,0
"18268","2007:Atonement",18,0
"18269","2007:Atonement",19,0
"18270","2007:Atonement",20,0.03
"18271","2007:Atonement",21,0
"18272","2007:Atonement",22,0.235
"18273","2007:Atonement",23,0
"18274","2007:Atonement",24,0
"18275","2007:Atonement",25,0
"18276","2007:Atonement",26,0
"18277","2007:Atonement",27,0
"18278","2007:Atonement",28,0
"18279","2007:Atonement",29,0.059
"18280","2007:Atonement",30,0
"18281","2007:Atonement",31,0.007
"18282","2007:Atonement",32,0
"18283","2007:Atonement",33,0
"18284","2007:Atonement",34,0
"18285","2007:Atonement",35,0
"18286","2007:Atonement",36,0.003
"18287","2007:Atonement",37,0
"18288","2007:Atonement",38,0
"18289","2007:Atonement",39,0.035
"18290","2007:Atonement",40,0
"18291","2007:Atonement",41,0.184
"18292","2007:Atonement",42,0.007
"18293","2007:Atonement",43,0
"18294","2007:Atonement",44,0
"18295","2007:Atonement",45,0.003
"18296","2007:Atonement",46,0.074
"18297","2007:Atonement",47,0
"18298","2007:Atonement",48,0.002
"18299","2007:Atonement",49,0.045
"18300","2007:Atonement",50,0
"18301","2007:Juno",1,0
"18302","2007:Juno",2,0.027
"18303","2007:Juno",3,0
"18304","2007:Juno",4,0
"18305","2007:Juno",5,0
"18306","2007:Juno",6,0.109
"18307","2007:Juno",7,0
"18308","2007:Juno",8,0
"18309","2007:Juno",9,0.027
"18310","2007:Juno",10,0
"18311","2007:Juno",11,0.02
"18312","2007:Juno",12,0
"18313","2007:Juno",13,0.004
"18314","2007:Juno",14,0.027
"18315","2007:Juno",15,0.056
"18316","2007:Juno",16,0
"18317","2007:Juno",17,0
"18318","2007:Juno",18,0
"18319","2007:Juno",19,0
"18320","2007:Juno",20,0
"18321","2007:Juno",21,0
"18322","2007:Juno",22,0.181
"18323","2007:Juno",23,0
"18324","2007:Juno",24,0
"18325","2007:Juno",25,0
"18326","2007:Juno",26,0.03
"18327","2007:Juno",27,0
"18328","2007:Juno",28,0.01
"18329","2007:Juno",29,0
"18330","2007:Juno",30,0
"18331","2007:Juno",31,0
"18332","2007:Juno",32,0
"18333","2007:Juno",33,0
"18334","2007:Juno",34,0.128
"18335","2007:Juno",35,0.109
"18336","2007:Juno",36,0
"18337","2007:Juno",37,0.148
"18338","2007:Juno",38,0
"18339","2007:Juno",39,0.007
"18340","2007:Juno",40,0
"18341","2007:Juno",41,0
"18342","2007:Juno",42,0
"18343","2007:Juno",43,0
"18344","2007:Juno",44,0.01
"18345","2007:Juno",45,0.033
"18346","2007:Juno",46,0
"18347","2007:Juno",47,0
"18348","2007:Juno",48,0
"18349","2007:Juno",49,0.066
"18350","2007:Juno",50,0
"18351","2007:Michael Clayton",1,0.221
"18352","2007:Michael Clayton",2,0
"18353","2007:Michael Clayton",3,0.04
"18354","2007:Michael Clayton",4,0.039
"18355","2007:Michael Clayton",5,0.001
"18356","2007:Michael Clayton",6,0.001
"18357","2007:Michael Clayton",7,0.001
"18358","2007:Michael Clayton",8,0
"18359","2007:Michael Clayton",9,0
"18360","2007:Michael Clayton",10,0.002
"18361","2007:Michael Clayton",11,0.056
"18362","2007:Michael Clayton",12,0.039
"18363","2007:Michael Clayton",13,0
"18364","2007:Michael Clayton",14,0
"18365","2007:Michael Clayton",15,0.019
"18366","2007:Michael Clayton",16,0
"18367","2007:Michael Clayton",17,0.001
"18368","2007:Michael Clayton",18,0.034
"18369","2007:Michael Clayton",19,0
"18370","2007:Michael Clayton",20,0
"18371","2007:Michael Clayton",21,0
"18372","2007:Michael Clayton",22,0.17
"18373","2007:Michael Clayton",23,0.034
"18374","2007:Michael Clayton",24,0
"18375","2007:Michael Clayton",25,0
"18376","2007:Michael Clayton",26,0
"18377","2007:Michael Clayton",27,0
"18378","2007:Michael Clayton",28,0
"18379","2007:Michael Clayton",29,0
"18380","2007:Michael Clayton",30,0
"18381","2007:Michael Clayton",31,0.012
"18382","2007:Michael Clayton",32,0.091
"18383","2007:Michael Clayton",33,0
"18384","2007:Michael Clayton",34,0.001
"18385","2007:Michael Clayton",35,0.002
"18386","2007:Michael Clayton",36,0
"18387","2007:Michael Clayton",37,0
"18388","2007:Michael Clayton",38,0
"18389","2007:Michael Clayton",39,0
"18390","2007:Michael Clayton",40,0.173
"18391","2007:Michael Clayton",41,0
"18392","2007:Michael Clayton",42,0
"18393","2007:Michael Clayton",43,0
"18394","2007:Michael Clayton",44,0
"18395","2007:Michael Clayton",45,0
"18396","2007:Michael Clayton",46,0.005
"18397","2007:Michael Clayton",47,0
"18398","2007:Michael Clayton",48,0.012
"18399","2007:Michael Clayton",49,0.038
"18400","2007:Michael Clayton",50,0.002
"18401","2007:No Country for Old Men",1,0
"18402","2007:No Country for Old Men",2,0
"18403","2007:No Country for Old Men",3,0.007
"18404","2007:No Country for Old Men",4,0
"18405","2007:No Country for Old Men",5,0
"18406","2007:No Country for Old Men",6,0
"18407","2007:No Country for Old Men",7,0
"18408","2007:No Country for Old Men",8,0
"18409","2007:No Country for Old Men",9,0.03
"18410","2007:No Country for Old Men",10,0.083
"18411","2007:No Country for Old Men",11,0
"18412","2007:No Country for Old Men",12,0.002
"18413","2007:No Country for Old Men",13,0.013
"18414","2007:No Country for Old Men",14,0
"18415","2007:No Country for Old Men",15,0.078
"18416","2007:No Country for Old Men",16,0.006
"18417","2007:No Country for Old Men",17,0
"18418","2007:No Country for Old Men",18,0
"18419","2007:No Country for Old Men",19,0
"18420","2007:No Country for Old Men",20,0
"18421","2007:No Country for Old Men",21,0.007
"18422","2007:No Country for Old Men",22,0.002
"18423","2007:No Country for Old Men",23,0.295
"18424","2007:No Country for Old Men",24,0.034
"18425","2007:No Country for Old Men",25,0.002
"18426","2007:No Country for Old Men",26,0
"18427","2007:No Country for Old Men",27,0.291
"18428","2007:No Country for Old Men",28,0.014
"18429","2007:No Country for Old Men",29,0
"18430","2007:No Country for Old Men",30,0
"18431","2007:No Country for Old Men",31,0
"18432","2007:No Country for Old Men",32,0
"18433","2007:No Country for Old Men",33,0
"18434","2007:No Country for Old Men",34,0.041
"18435","2007:No Country for Old Men",35,0
"18436","2007:No Country for Old Men",36,0
"18437","2007:No Country for Old Men",37,0
"18438","2007:No Country for Old Men",38,0
"18439","2007:No Country for Old Men",39,0
"18440","2007:No Country for Old Men",40,0
"18441","2007:No Country for Old Men",41,0.002
"18442","2007:No Country for Old Men",42,0.004
"18443","2007:No Country for Old Men",43,0
"18444","2007:No Country for Old Men",44,0.081
"18445","2007:No Country for Old Men",45,0
"18446","2007:No Country for Old Men",46,0
"18447","2007:No Country for Old Men",47,0.002
"18448","2007:No Country for Old Men",48,0
"18449","2007:No Country for Old Men",49,0.002
"18450","2007:No Country for Old Men",50,0
"18451","2007:There Will Be Blood",1,0.008
"18452","2007:There Will Be Blood",2,0
"18453","2007:There Will Be Blood",3,0.003
"18454","2007:There Will Be Blood",4,0
"18455","2007:There Will Be Blood",5,0.008
"18456","2007:There Will Be Blood",6,0.066
"18457","2007:There Will Be Blood",7,0
"18458","2007:There Will Be Blood",8,0
"18459","2007:There Will Be Blood",9,0.006
"18460","2007:There Will Be Blood",10,0.041
"18461","2007:There Will Be Blood",11,0
"18462","2007:There Will Be Blood",12,0.101
"18463","2007:There Will Be Blood",13,0
"18464","2007:There Will Be Blood",14,0.019
"18465","2007:There Will Be Blood",15,0
"18466","2007:There Will Be Blood",16,0
"18467","2007:There Will Be Blood",17,0
"18468","2007:There Will Be Blood",18,0.093
"18469","2007:There Will Be Blood",19,0.003
"18470","2007:There Will Be Blood",20,0
"18471","2007:There Will Be Blood",21,0
"18472","2007:There Will Be Blood",22,0.044
"18473","2007:There Will Be Blood",23,0
"18474","2007:There Will Be Blood",24,0.096
"18475","2007:There Will Be Blood",25,0
"18476","2007:There Will Be Blood",26,0
"18477","2007:There Will Be Blood",27,0.028
"18478","2007:There Will Be Blood",28,0
"18479","2007:There Will Be Blood",29,0
"18480","2007:There Will Be Blood",30,0
"18481","2007:There Will Be Blood",31,0
"18482","2007:There Will Be Blood",32,0.098
"18483","2007:There Will Be Blood",33,0
"18484","2007:There Will Be Blood",34,0
"18485","2007:There Will Be Blood",35,0.019
"18486","2007:There Will Be Blood",36,0
"18487","2007:There Will Be Blood",37,0.003
"18488","2007:There Will Be Blood",38,0
"18489","2007:There Will Be Blood",39,0.019
"18490","2007:There Will Be Blood",40,0
"18491","2007:There Will Be Blood",41,0
"18492","2007:There Will Be Blood",42,0.038
"18493","2007:There Will Be Blood",43,0.011
"18494","2007:There Will Be Blood",44,0
"18495","2007:There Will Be Blood",45,0
"18496","2007:There Will Be Blood",46,0
"18497","2007:There Will Be Blood",47,0
"18498","2007:There Will Be Blood",48,0
"18499","2007:There Will Be Blood",49,0
"18500","2007:There Will Be Blood",50,0.286
"18501","2008:Frost/Nixon",1,0.175
"18502","2008:Frost/Nixon",2,0.004
"18503","2008:Frost/Nixon",3,0
"18504","2008:Frost/Nixon",4,0
"18505","2008:Frost/Nixon",5,0.017
"18506","2008:Frost/Nixon",6,0
"18507","2008:Frost/Nixon",7,0
"18508","2008:Frost/Nixon",8,0
"18509","2008:Frost/Nixon",9,0
"18510","2008:Frost/Nixon",10,0
"18511","2008:Frost/Nixon",11,0
"18512","2008:Frost/Nixon",12,0
"18513","2008:Frost/Nixon",13,0
"18514","2008:Frost/Nixon",14,0
"18515","2008:Frost/Nixon",15,0.053
"18516","2008:Frost/Nixon",16,0
"18517","2008:Frost/Nixon",17,0
"18518","2008:Frost/Nixon",18,0
"18519","2008:Frost/Nixon",19,0
"18520","2008:Frost/Nixon",20,0
"18521","2008:Frost/Nixon",21,0.004
"18522","2008:Frost/Nixon",22,0.227
"18523","2008:Frost/Nixon",23,0
"18524","2008:Frost/Nixon",24,0
"18525","2008:Frost/Nixon",25,0
"18526","2008:Frost/Nixon",26,0
"18527","2008:Frost/Nixon",27,0
"18528","2008:Frost/Nixon",28,0
"18529","2008:Frost/Nixon",29,0
"18530","2008:Frost/Nixon",30,0.004
"18531","2008:Frost/Nixon",31,0
"18532","2008:Frost/Nixon",32,0
"18533","2008:Frost/Nixon",33,0.007
"18534","2008:Frost/Nixon",34,0
"18535","2008:Frost/Nixon",35,0
"18536","2008:Frost/Nixon",36,0
"18537","2008:Frost/Nixon",37,0
"18538","2008:Frost/Nixon",38,0
"18539","2008:Frost/Nixon",39,0
"18540","2008:Frost/Nixon",40,0.056
"18541","2008:Frost/Nixon",41,0
"18542","2008:Frost/Nixon",42,0
"18543","2008:Frost/Nixon",43,0
"18544","2008:Frost/Nixon",44,0
"18545","2008:Frost/Nixon",45,0.076
"18546","2008:Frost/Nixon",46,0.053
"18547","2008:Frost/Nixon",47,0.023
"18548","2008:Frost/Nixon",48,0.007
"18549","2008:Frost/Nixon",49,0.277
"18550","2008:Frost/Nixon",50,0.007
"18551","2008:Milk",1,0
"18552","2008:Milk",2,0
"18553","2008:Milk",3,0.047
"18554","2008:Milk",4,0
"18555","2008:Milk",5,0.027
"18556","2008:Milk",6,0
"18557","2008:Milk",7,0
"18558","2008:Milk",8,0
"18559","2008:Milk",9,0
"18560","2008:Milk",10,0.004
"18561","2008:Milk",11,0
"18562","2008:Milk",12,0
"18563","2008:Milk",13,0
"18564","2008:Milk",14,0
"18565","2008:Milk",15,0
"18566","2008:Milk",16,0.009
"18567","2008:Milk",17,0
"18568","2008:Milk",18,0
"18569","2008:Milk",19,0
"18570","2008:Milk",20,0
"18571","2008:Milk",21,0
"18572","2008:Milk",22,0.269
"18573","2008:Milk",23,0
"18574","2008:Milk",24,0.007
"18575","2008:Milk",25,0.002
"18576","2008:Milk",26,0
"18577","2008:Milk",27,0.018
"18578","2008:Milk",28,0
"18579","2008:Milk",29,0
"18580","2008:Milk",30,0
"18581","2008:Milk",31,0.01
"18582","2008:Milk",32,0
"18583","2008:Milk",33,0
"18584","2008:Milk",34,0.003
"18585","2008:Milk",35,0
"18586","2008:Milk",36,0.156
"18587","2008:Milk",37,0.026
"18588","2008:Milk",38,0
"18589","2008:Milk",39,0.005
"18590","2008:Milk",40,0
"18591","2008:Milk",41,0
"18592","2008:Milk",42,0
"18593","2008:Milk",43,0
"18594","2008:Milk",44,0
"18595","2008:Milk",45,0.412
"18596","2008:Milk",46,0
"18597","2008:Milk",47,0.001
"18598","2008:Milk",48,0.002
"18599","2008:Milk",49,0
"18600","2008:Milk",50,0
"18601","2008:Slumdog Millionaire",1,0.019
"18602","2008:Slumdog Millionaire",2,0.002
"18603","2008:Slumdog Millionaire",3,0.002
"18604","2008:Slumdog Millionaire",4,0.002
"18605","2008:Slumdog Millionaire",5,0.002
"18606","2008:Slumdog Millionaire",6,0.209
"18607","2008:Slumdog Millionaire",7,0.002
"18608","2008:Slumdog Millionaire",8,0.002
"18609","2008:Slumdog Millionaire",9,0.002
"18610","2008:Slumdog Millionaire",10,0.002
"18611","2008:Slumdog Millionaire",11,0.122
"18612","2008:Slumdog Millionaire",12,0.053
"18613","2008:Slumdog Millionaire",13,0.002
"18614","2008:Slumdog Millionaire",14,0.002
"18615","2008:Slumdog Millionaire",15,0.002
"18616","2008:Slumdog Millionaire",16,0.002
"18617","2008:Slumdog Millionaire",17,0.002
"18618","2008:Slumdog Millionaire",18,0.002
"18619","2008:Slumdog Millionaire",19,0.002
"18620","2008:Slumdog Millionaire",20,0.002
"18621","2008:Slumdog Millionaire",21,0.002
"18622","2008:Slumdog Millionaire",22,0.036
"18623","2008:Slumdog Millionaire",23,0.002
"18624","2008:Slumdog Millionaire",24,0.053
"18625","2008:Slumdog Millionaire",25,0.002
"18626","2008:Slumdog Millionaire",26,0.002
"18627","2008:Slumdog Millionaire",27,0.002
"18628","2008:Slumdog Millionaire",28,0.019
"18629","2008:Slumdog Millionaire",29,0.002
"18630","2008:Slumdog Millionaire",30,0.002
"18631","2008:Slumdog Millionaire",31,0.002
"18632","2008:Slumdog Millionaire",32,0.002
"18633","2008:Slumdog Millionaire",33,0.019
"18634","2008:Slumdog Millionaire",34,0.071
"18635","2008:Slumdog Millionaire",35,0.002
"18636","2008:Slumdog Millionaire",36,0.002
"18637","2008:Slumdog Millionaire",37,0.002
"18638","2008:Slumdog Millionaire",38,0.002
"18639","2008:Slumdog Millionaire",39,0.002
"18640","2008:Slumdog Millionaire",40,0.002
"18641","2008:Slumdog Millionaire",41,0.002
"18642","2008:Slumdog Millionaire",42,0.002
"18643","2008:Slumdog Millionaire",43,0.002
"18644","2008:Slumdog Millionaire",44,0.329
"18645","2008:Slumdog Millionaire",45,0.002
"18646","2008:Slumdog Millionaire",46,0.002
"18647","2008:Slumdog Millionaire",47,0.002
"18648","2008:Slumdog Millionaire",48,0.002
"18649","2008:Slumdog Millionaire",49,0.002
"18650","2008:Slumdog Millionaire",50,0.002
"18651","2008:The Curious Case of Benjamin Button",1,0
"18652","2008:The Curious Case of Benjamin Button",2,0.017
"18653","2008:The Curious Case of Benjamin Button",3,0
"18654","2008:The Curious Case of Benjamin Button",4,0
"18655","2008:The Curious Case of Benjamin Button",5,0
"18656","2008:The Curious Case of Benjamin Button",6,0.113
"18657","2008:The Curious Case of Benjamin Button",7,0
"18658","2008:The Curious Case of Benjamin Button",8,0
"18659","2008:The Curious Case of Benjamin Button",9,0.003
"18660","2008:The Curious Case of Benjamin Button",10,0
"18661","2008:The Curious Case of Benjamin Button",11,0
"18662","2008:The Curious Case of Benjamin Button",12,0
"18663","2008:The Curious Case of Benjamin Button",13,0
"18664","2008:The Curious Case of Benjamin Button",14,0
"18665","2008:The Curious Case of Benjamin Button",15,0.049
"18666","2008:The Curious Case of Benjamin Button",16,0.004
"18667","2008:The Curious Case of Benjamin Button",17,0
"18668","2008:The Curious Case of Benjamin Button",18,0.01
"18669","2008:The Curious Case of Benjamin Button",19,0.035
"18670","2008:The Curious Case of Benjamin Button",20,0
"18671","2008:The Curious Case of Benjamin Button",21,0
"18672","2008:The Curious Case of Benjamin Button",22,0.119
"18673","2008:The Curious Case of Benjamin Button",23,0.009
"18674","2008:The Curious Case of Benjamin Button",24,0.008
"18675","2008:The Curious Case of Benjamin Button",25,0
"18676","2008:The Curious Case of Benjamin Button",26,0.024
"18677","2008:The Curious Case of Benjamin Button",27,0
"18678","2008:The Curious Case of Benjamin Button",28,0
"18679","2008:The Curious Case of Benjamin Button",29,0.027
"18680","2008:The Curious Case of Benjamin Button",30,0
"18681","2008:The Curious Case of Benjamin Button",31,0.004
"18682","2008:The Curious Case of Benjamin Button",32,0.077
"18683","2008:The Curious Case of Benjamin Button",33,0
"18684","2008:The Curious Case of Benjamin Button",34,0.352
"18685","2008:The Curious Case of Benjamin Button",35,0
"18686","2008:The Curious Case of Benjamin Button",36,0.001
"18687","2008:The Curious Case of Benjamin Button",37,0
"18688","2008:The Curious Case of Benjamin Button",38,0
"18689","2008:The Curious Case of Benjamin Button",39,0
"18690","2008:The Curious Case of Benjamin Button",40,0.001
"18691","2008:The Curious Case of Benjamin Button",41,0.02
"18692","2008:The Curious Case of Benjamin Button",42,0
"18693","2008:The Curious Case of Benjamin Button",43,0.006
"18694","2008:The Curious Case of Benjamin Button",44,0
"18695","2008:The Curious Case of Benjamin Button",45,0
"18696","2008:The Curious Case of Benjamin Button",46,0
"18697","2008:The Curious Case of Benjamin Button",47,0.05
"18698","2008:The Curious Case of Benjamin Button",48,0
"18699","2008:The Curious Case of Benjamin Button",49,0.009
"18700","2008:The Curious Case of Benjamin Button",50,0.061
"18701","2008:The Hurt Locker",1,0
"18702","2008:The Hurt Locker",2,0
"18703","2008:The Hurt Locker",3,0
"18704","2008:The Hurt Locker",4,0
"18705","2008:The Hurt Locker",5,0.001
"18706","2008:The Hurt Locker",6,0
"18707","2008:The Hurt Locker",7,0.005
"18708","2008:The Hurt Locker",8,0.001
"18709","2008:The Hurt Locker",9,0
"18710","2008:The Hurt Locker",10,0
"18711","2008:The Hurt Locker",11,0
"18712","2008:The Hurt Locker",12,0
"18713","2008:The Hurt Locker",13,0
"18714","2008:The Hurt Locker",14,0
"18715","2008:The Hurt Locker",15,0.107
"18716","2008:The Hurt Locker",16,0.002
"18717","2008:The Hurt Locker",17,0
